protein,TM_IF,TM_OF,max_tm,pc1,pc2,pc3,type
CGRPR,0.9418,0.8648,0.9418,2.789,-4.669,-5.552,Model
CGRPR,0.9516,0.8616,0.9516,6.135,-1.198,4.117,Model
CGRPR,0.9441,0.859,0.9441,-1.519,-8.993,1.688,Model
CGRPR,0.9449,0.8599,0.9449,-0.293,-9.197,2.487,Model
CGRPR,0.9563,0.8681,0.9563,8.468,-0.53,-3.972,Model
CGRPR,0.9448,0.8603,0.9448,-0.124,-7.071,1.821,Model
CGRPR,0.9446,0.8594,0.9446,0.179,-6.899,2.411,Model
CGRPR,0.9427,0.8617,0.9427,3.192,-5.205,-5.051,Model
CGRPR,0.9585,0.8712,0.9585,7.862,0.367,-3.561,Model
CGRPR,0.9486,0.8548,0.9486,5.202,-7.571,3.077,Model
CGRPR,0.9382,0.8611,0.9382,-7.985,-10.788,0.753,Model
CGRPR,0.944,0.8524,0.944,3.428,-8.286,3.473,Model
CGRPR,0.9454,0.864,0.9454,1.064,-6.047,2.92,Model
CGRPR,0.9282,0.8635,0.9282,-9.778,-12.003,0.433,Model
CGRPR,0.9427,0.8606,0.9427,-2.521,-10.269,1.548,Model
CGRPR,0.9465,0.8669,0.9465,1.111,-4.919,-4.953,Model
CGRPR,0.9522,0.8557,0.9522,5.728,-6.592,3.719,Model
CGRPR,0.9566,0.8756,0.9566,7.292,1.68,-4.129,Model
CGRPR,0.9462,0.8745,0.9462,1.589,-2.573,-5.293,Model
CGRPR,0.9335,0.8538,0.9335,-4.175,-10.683,-0.052,Model
CGRPR,0.9519,0.8736,0.9519,1.949,0.673,3.621,Model
CGRPR,0.9542,0.8727,0.9542,6.44,1.879,-4.567,Model
CGRPR,0.9562,0.8754,0.9562,6.994,3.019,-4.161,Model
CGRPR,0.9588,0.8663,0.9588,5.425,-0.01,4.723,Model
CGRPR,0.9489,0.8723,0.9489,2.904,2.038,-5.238,Model
CGRPR,0.9503,0.8677,0.9503,1.868,-0.515,3.417,Model
CGRPR,0.9575,0.8739,0.9575,7.002,2.907,-3.834,Model
CGRPR,0.9495,0.8651,0.9495,1.91,-0.763,3.323,Model
CGRPR,0.9554,0.875,0.9554,6.419,2.812,-3.905,Model
CGRPR,0.9591,0.8703,0.9591,6.599,0.819,3.817,Model
CGRPR,0.9545,0.8698,0.9545,7.578,1.99,-4.461,Model
CGRPR,0.9595,0.8688,0.9595,5.887,0.598,4.459,Model
CGRPR,0.9552,0.8714,0.9552,6.729,2.125,-4.185,Model
CGRPR,0.9544,0.8697,0.9544,6.736,1.885,-4.116,Model
CGRPR,0.9477,0.8735,0.9477,3.572,2.355,-5.295,Model
CGRPR,0.9481,0.869,0.9481,1.68,0.459,2.405,Model
CGRPR,0.9477,0.87,0.9477,3.565,2.043,-5.431,Model
CGRPR,0.9567,0.8721,0.9567,7.559,2.199,-3.966,Model
CGRPR,0.946,0.8699,0.946,3.531,1.484,-5.579,Model
CGRPR,0.9593,0.8688,0.9593,5.723,0.363,4.649,Model
CGRPR,0.9409,0.8526,0.9409,-0.36,-9.659,1.815,Model
CGRPR,0.9482,0.8478,0.9482,8.167,-7.583,3.732,Model
CGRPR,0.9379,0.8586,0.9379,-2.589,-13.976,1.102,Model
CGRPR,0.9443,0.856,0.9443,5.802,-4.864,-5.014,Model
CGRPR,0.9364,0.8593,0.9364,-1.8,-9.827,-7.806,Model
CGRPR,0.9445,0.8545,0.9445,3.181,-6.542,3.113,Model
CGRPR,0.9483,0.8488,0.9483,6.25,-7.038,3.982,Model
CGRPR,0.9451,0.8479,0.9451,6.693,-8.34,3.867,Model
CGRPR,0.9471,0.8559,0.9471,8.592,-4.06,-4.684,Model
CGRPR,0.9374,0.8567,0.9374,2.651,-6.78,-5.067,Model
CGRPR,0.9458,0.8528,0.9458,5.422,-7.809,3.299,Model
CGRPR,0.9323,0.8582,0.9323,-3.167,-10.394,-7.899,Model
CGRPR,0.9317,0.8411,0.9317,-0.606,-12.281,0.932,Model
CGRPR,0.9491,0.8566,0.9491,9.594,-3.378,-4.586,Model
CGRPR,0.9349,0.8464,0.9349,2.01,-9.504,2.389,Model
CGRPR,0.9377,0.8558,0.9377,1.14,-7.399,-6.939,Model
CGRPR,0.9411,0.848,0.9411,3.16,-8.663,2.827,Model
CGRPR,0.9499,0.8536,0.9499,7.517,-6.498,3.859,Model
CGRPR,0.9418,0.8518,0.9418,2.795,-7.581,2.46,Model
CGRPR,0.9311,0.8467,0.9311,-4.987,-14.15,0.219,Model
CGRPR,0.9336,0.8601,0.9336,-5.862,-12.731,0.721,Model
CGRPR,0.9358,0.8492,0.9358,1.23,-9.479,2.273,Model
CGRPR,0.9521,0.8568,0.9521,7.851,-5.132,4.041,Model
CGRPR,0.952,0.8502,0.952,7.787,-5.716,4.181,Model
CGRPR,0.9407,0.8615,0.9407,2.681,-5.409,-5.71,Model
CGRPR,0.9501,0.8533,0.9501,6.828,-5.848,3.906,Model
CGRPR,0.9488,0.8552,0.9488,10.039,-3.943,-4.665,Model
CGRPR,0.936,0.8538,0.936,-5.405,-12.651,0.128,Model
CGRPR,0.9324,0.8502,0.9324,-5.241,-14.188,0.479,Model
CGRPR,0.94,0.8624,0.94,2.932,-4.558,-5.769,Model
CGRPR,0.9578,0.8742,0.9578,7.237,2.34,-2.987,Model
CGRPR,0.9551,0.8717,0.9551,6.616,2.21,-4.285,Model
CGRPR,0.9471,0.8698,0.9471,3.407,1.557,-5.199,Model
CGRPR,0.9567,0.8725,0.9567,6.887,2.284,-3.938,Model
CGRPR,0.9557,0.8725,0.9557,6.904,2.571,-4.431,Model
CGRPR,0.9566,0.8717,0.9566,7.255,2.388,-3.787,Model
CGRPR,0.9571,0.8742,0.9571,7.189,2.288,-4.32,Model
CGRPR,0.9502,0.8686,0.9502,5.748,0.886,-4.772,Model
CGRPR,0.9555,0.8748,0.9555,6.325,2.721,-4.125,Model
CGRPR,0.9462,0.8701,0.9462,2.957,1.892,-5.534,Model
CGRPR,0.9558,0.8722,0.9558,7.201,2.343,-3.797,Model
CGRPR,0.952,0.8705,0.952,5.431,1.553,-4.28,Model
CGRPR,0.9552,0.8699,0.9552,7.014,2.029,-4.712,Model
CGRPR,0.9567,0.8724,0.9567,6.801,2.164,-3.746,Model
CGRPR,0.9484,0.8706,0.9484,3.618,1.759,-5.174,Model
CGRPR,0.9484,0.8714,0.9484,3.813,2.442,-5.482,Model
CGRPR,0.9547,0.8676,0.9547,8.049,1.975,-4.677,Model
CGRPR,0.9497,0.8721,0.9497,4.893,2.229,-5.199,Model
CGRPR,0.9469,0.8712,0.9469,2.77,2.626,-5.796,Model
CGRPR,0.9568,0.8712,0.9568,7.497,1.996,-4.155,Model
CGRPR,0.9407,0.8601,0.9407,2.816,-6.232,-5.514,Model
CGRPR,0.9494,0.8594,0.9494,8.45,-3.604,-4.27,Model
CGRPR,0.9525,0.8521,0.9525,8.475,-5.87,3.937,Model
CGRPR,0.9399,0.8488,0.9399,1.786,-9.327,2.611,Model
CGRPR,0.9372,0.8583,0.9372,1.644,-7.755,-6.353,Model
CGRPR,0.9507,0.8486,0.9507,8.502,-6.914,3.743,Model
CGRPR,0.9436,0.8543,0.9436,7.279,-5.602,-3.768,Model
CGRPR,0.9479,0.8558,0.9479,8.231,-5.089,-3.931,Model
CGRPR,0.9441,0.8582,0.9441,6.291,-5.325,-5.235,Model
CGRPR,0.9528,0.854,0.9528,7.9,-6.086,3.277,Model
CGRPR,0.9471,0.8587,0.9471,7.812,-4.35,-4.077,Model
CGRPR,0.9393,0.8595,0.9393,2.264,-5.193,-6.134,Model
CGRPR,0.9522,0.8601,0.9522,9.79,-2.708,-3.855,Model
CGRPR,0.9317,0.8457,0.9317,-3.728,-12.979,0.201,Model
CGRPR,0.9436,0.858,0.9436,6.665,-5.489,-4.448,Model
CGRPR,0.9497,0.8495,0.9497,7.842,-6.682,3.805,Model
CGRPR,0.9397,0.8493,0.9397,3.088,-8.364,2.727,Model
CGRPR,0.9399,0.8554,0.9399,5.672,-5.656,-5.249,Model
CGRPR,0.9495,0.8518,0.9495,7.958,-6.236,2.796,Model
CGRPR,0.9502,0.851,0.9502,7.269,-6.556,3.834,Model
CGRPR,0.9497,0.8485,0.9497,7.825,-6.73,4.499,Model
CGRPR,0.9483,0.848,0.9483,7.536,-7.175,3.949,Model
CGRPR,0.9392,0.8538,0.9392,0.201,-10.008,1.404,Model
CGRPR,0.9502,0.8562,0.9502,9.312,-3.624,-4.121,Model
CGRPR,0.9419,0.8599,0.9419,3.708,-4.092,-4.975,Model
CGRPR,0.9374,0.8583,0.9374,-0.309,-8.733,-6.177,Model
CGRPR,0.9443,0.8487,0.9443,5.906,-8.107,3.099,Model
CGRPR,0.9417,0.8517,0.9417,3.762,-7.917,2.392,Model
CGRPR,0.9497,0.8559,0.9497,9.707,-3.542,-4.421,Model
CGRPR,0.9395,0.8647,0.9395,2.111,-5.003,-5.48,Model
ASCT2,1,1,1,-99.476,-17.03,-15.41,Structure
ASCT2,1,1,1,123.086,3.214,-6.587,Structure
Lat1,1,1,1,-23.645,-5.311,-3.55,Structure
Lat1,1,1,1,29.782,1.913,-14.754,Structure
STP10,1,1,1,17.37,-18.101,3.869,Structure
STP10,1,1,1,-29.645,-1.4,-14.645,Structure
ZnT8,1,1,1,11.388,0.599,-2.346,Structure
ZnT8,1,1,1,-41.59,11.99,10.194,Structure
MCT1,1,1,1,63.208,-8.035,-5.223,Structure
MCT1,1,1,1,-3.163,4.119,-14.102,Structure
PTH1R,1,1,1,4.029,-3.291,4.093,Structure
PTH1R,1,1,1,-8.215,13.137,23.313,Structure
FZD7,1,1,1,-18.261,-1.956,4.147,Structure
FZD7,1,1,1,3.872,1.72,1.524,Structure
CGRPR,1,1,1,12.78,5.153,5.091,Structure
CGRPR,1,1,1,-27.149,15.723,-1.874,Structure
